real_estate_type,district,governorate,area_m2,bedrooms_number,bathrooms_number,price,general_district,apartment_configuration,bathroom_bedroom_ratio,price_per_sq_m_2
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,195.0,3,3,7400000.0,5th settlement,3 - 3,1.0,37948.72
Apartment,Rehab City Compound - New Cairo,Cairo,133.0,3,2,5850000.0,Rehab City,3 - 2,0.67,43984.96
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,164.0,3,3,16100000.0,5th settlement,3 - 3,1.0,98170.73
Apartment,Stoda Residence - Sheraton,Cairo,154.0,3,1,7326000.0,Sheraton,3 - 1,0.33,47571.43
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,166.0,3,3,7500000.0,5th settlement,3 - 3,1.0,45180.72
Apartment,Al Maqsad - New Capital City,Cairo,134.0,3,1,3000000.0,New Capital City,3 - 1,0.33,22388.06
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,152.0,3,3,1200000.0,1st settlement,3 - 3,1.0,7894.74
Apartment,Rock Vera Compound - 5th Settlement - New Cairo,Cairo,194.0,3,2,6055000.0,5th settlement,3 - 2,0.67,31211.34
Apartment,5th Settlement - New Cairo,Cairo,145.0,3,2,1000000.0,5th settlement,3 - 2,0.67,6896.55
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,165.0,3,3,6300000.0,5th settlement,3 - 3,1.0,38181.82
Apartment,Al Maqsad - New Capital City,Cairo,168.0,3,2,4200000.0,New Capital City,3 - 2,0.67,25000.0
Apartment,Galleria Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,14300000.0,5th settlement,2 - 2,1.0,110000.0
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,147.0,3,2,7800000.0,5th settlement,3 - 2,0.67,53061.22
Apartment,Stoda Residence - Sheraton,Cairo,176.0,3,3,8448000.0,Sheraton,3 - 3,1.0,48000.0
Apartment,5th Settlement - New Cairo,Cairo,145.0,3,2,6150000.0,5th settlement,3 - 2,0.67,42413.79
Apartment,5th Settlement - New Cairo,Cairo,147.0,3,2,6250000.0,5th settlement,3 - 2,0.67,42517.01
Apartment,5th Settlement - New Cairo,Cairo,140.0,3,2,5950000.0,5th settlement,3 - 2,0.67,42500.0
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,168.0,3,3,6300000.0,5th settlement,3 - 3,1.0,37500.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,117.0,2,2,9815271.0,1st settlement,2 - 2,1.0,83891.21
Apartment,Sarai - Mostakbal City,Cairo,80.0,1,2,4700000.0,Mostakbal City,1 - 2,2.0,58750.0
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,154.0,3,3,9000000.0,5th settlement,3 - 3,1.0,58441.56
Apartment,Shorouk City,Cairo,130.0,2,2,4200000.0,Shorouk City,2 - 2,1.0,32307.69
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,140.0,3,2,8300000.0,1st settlement,3 - 2,0.67,59285.71
Apartment,New Cairo,Cairo,205.0,3,3,15500000.0,Other,3 - 3,1.0,75609.76
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,144.0,3,1,6900000.0,5th settlement,3 - 1,0.33,47916.67
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,128.0,2,2,5000000.0,1st settlement,2 - 2,1.0,39062.5
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,9400000.0,5th settlement,3 - 3,1.0,58750.0
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,125.0,2,2,6850000.0,5th settlement,2 - 2,1.0,54800.0
Apartment,Bloomfields - Mostakbal City,Cairo,122.0,2,1,6500000.0,Mostakbal City,2 - 1,0.5,53278.69
Apartment,Al Maqsad - New Capital City,Cairo,135.0,3,2,4300000.0,New Capital City,3 - 2,0.67,31851.85
Apartment,Madinaty,Cairo,82.0,2,1,4150000.0,Madinaty,2 - 1,0.5,50609.76
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,147.0,3,2,9300000.0,5th settlement,3 - 2,0.67,63265.31
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,121.0,2,2,7500000.0,5th settlement,2 - 2,1.0,61983.47
Apartment,5th Settlement - New Cairo,Cairo,140.0,3,2,5900000.0,5th settlement,3 - 2,0.67,42142.86
Apartment,5th Settlement - New Cairo,Cairo,160.0,3,3,8500000.0,5th settlement,3 - 3,1.0,53125.0
Apartment,Privado - Madinaty,Cairo,82.0,2,1,8974230.0,Madinaty,2 - 1,0.5,109441.83
Apartment,Madinaty,Cairo,140.0,3,2,6800000.0,Madinaty,3 - 2,0.67,48571.43
Apartment,Al Maqsad - New Capital City,Cairo,185.0,2,2,3300000.0,New Capital City,2 - 2,1.0,17837.84
Apartment,The Icon Residence Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,4885000.0,5th settlement,3 - 2,0.67,30531.25
Apartment,The Butterfly - Mostakbal City,Cairo,59.0,1,1,2300000.0,Mostakbal City,1 - 1,1.0,38983.05
Apartment,Madinaty,Cairo,130.0,3,2,7000000.0,Madinaty,3 - 2,0.67,53846.15
Apartment,Azzar Compound - 5th Settlement - New Cairo,Cairo,150.0,3,2,6750000.0,5th settlement,3 - 2,0.67,45000.0
Apartment,5th Settlement - New Cairo,Cairo,164.0,3,3,4132800.0,5th settlement,3 - 3,1.0,25200.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,72.0,1,1,3050000.0,1st settlement,1 - 1,1.0,42361.11
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,123.0,2,2,8400000.0,1st settlement,2 - 2,1.0,68292.68
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,115.0,2,1,8100000.0,1st settlement,2 - 1,0.5,70434.78
Apartment,New Garden City - New Capital City,Cairo,225.0,3,3,7251000.0,New Capital City,3 - 3,1.0,32226.67
Apartment,Madinaty,Cairo,143.0,3,2,7700000.0,Madinaty,3 - 2,0.67,53846.15
Apartment,Sarai - Mostakbal City,Cairo,131.0,2,2,10250000.0,Mostakbal City,2 - 2,1.0,78244.27
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,166.0,3,3,9100000.0,1st settlement,3 - 3,1.0,54819.28
Apartment,The Mornings - New Cairo,Cairo,118.0,2,2,8000000.0,Other,2 - 2,1.0,67796.61
Apartment,Hyde Park Central - New Cairo,Cairo,114.0,2,2,10490000.0,Other,2 - 2,1.0,92017.54
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,160.0,3,3,17000000.0,5th settlement,3 - 3,1.0,106250.0
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,95.0,2,2,14125000.0,5th settlement,2 - 2,1.0,148684.21
Apartment,AZAD Compound - 5th Settlement - New Cairo,Cairo,102.0,2,2,15000000.0,5th settlement,2 - 2,1.0,147058.82
Apartment,Mivida Compound - 5th Settlement - New Cairo,Cairo,156.0,2,2,16800000.0,5th settlement,2 - 2,1.0,107692.31
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,9545625.0,5th settlement,3 - 3,1.0,56150.74
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,205.0,3,3,10750000.0,5th settlement,3 - 3,1.0,52439.02
Apartment,Shorouk City,Cairo,200.0,3,2,2800000.0,Shorouk City,3 - 2,0.67,14000.0
Apartment,Shorouk City,Cairo,235.0,3,3,3650000.0,Shorouk City,3 - 3,1.0,15531.91
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,132.0,3,3,9000000.0,1st settlement,3 - 3,1.0,68181.82
Apartment,Rock Vera Compound - 5th Settlement - New Cairo,Cairo,164.0,3,2,6201183.0,5th settlement,3 - 2,0.67,37812.09
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,145.0,3,2,7685000.0,5th settlement,3 - 2,0.67,53000.0
Apartment,New Cairo,Cairo,116.0,2,2,3200000.0,Other,2 - 2,1.0,27586.21
Apartment,El Lotus - 5th Settlement - New Cairo,Cairo,167.0,3,2,6700000.0,5th settlement,3 - 2,0.67,40119.76
Apartment,5th Settlement - New Cairo,Cairo,160.0,3,2,7500000.0,5th settlement,3 - 2,0.67,46875.0
Apartment,New Cairo,Cairo,145.0,3,2,7084000.0,Other,3 - 2,0.67,48855.17
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,128.0,2,2,13830000.0,5th settlement,2 - 2,1.0,108046.88
Apartment,Rock Vera Compound - 5th Settlement - New Cairo,Cairo,177.0,3,2,7087420.0,5th settlement,3 - 2,0.67,40041.92
Apartment,Kattameya Gardens Compound - 5th Settlement - New Cairo,Cairo,165.0,3,2,6204000.0,5th settlement,3 - 2,0.67,37600.0
Apartment,OIA - New Capital City,Cairo,220.0,4,3,5550000.0,New Capital City,4 - 3,0.75,25227.27
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,58.0,1,1,4330000.0,1st settlement,1 - 1,1.0,74655.17
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,64.0,1,1,2700000.0,1st settlement,1 - 1,1.0,42187.5
Apartment,Sarai - Mostakbal City,Cairo,151.0,3,2,8900000.0,Mostakbal City,3 - 2,0.67,58940.4
Apartment,Sheraton,Cairo,170.0,3,3,7630000.0,Sheraton,3 - 3,1.0,44882.35
Apartment,Sheraton,Cairo,150.0,3,2,6580000.0,Sheraton,3 - 2,0.67,43866.67
Apartment,5th Settlement - New Cairo,Cairo,150.0,3,3,17600000.0,5th settlement,3 - 3,1.0,117333.33
Apartment,Privado - Madinaty,Cairo,137.0,3,3,9500000.0,Madinaty,3 - 3,1.0,69343.07
Apartment,IL Bosco - New Capital City,Cairo,150.0,3,3,6004038.0,New Capital City,3 - 3,1.0,40026.92
Apartment,Sarai - Mostakbal City,Cairo,110.0,2,1,3000000.0,Mostakbal City,2 - 1,0.5,27272.73
Apartment,Amorada Compound - 5th Settlement - New Cairo,Cairo,201.0,3,3,11000000.0,5th settlement,3 - 3,1.0,54726.37
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,141.0,2,2,16450000.0,5th settlement,2 - 2,1.0,116666.67
Apartment,Al Maqsad - New Capital City,Cairo,181.0,3,3,4500000.0,New Capital City,3 - 3,1.0,24861.88
Apartment,Village Gardens Katameya Compound - 5th Settlement - New Cairo,Cairo,155.0,2,2,9700000.0,5th settlement,2 - 2,1.0,62580.65
Apartment,Stone Residence Compound - Katameya,Cairo,100.0,2,2,8000000.0,Katameya,2 - 2,1.0,80000.0
Apartment,Galleria Moon Valley Compound - 5th Settlement - New Cairo,Cairo,130.0,2,2,14300000.0,5th settlement,2 - 2,1.0,110000.0
Apartment,Madinaty,Cairo,93.0,2,1,4300000.0,Madinaty,2 - 1,0.5,46236.56
Apartment,Madinaty,Cairo,200.0,3,3,9500000.0,Madinaty,3 - 3,1.0,47500.0
Apartment,Palm Hills New Cairo Compound - 5th Settlement - New Cairo,Cairo,115.0,2,1,13805000.0,5th settlement,2 - 1,0.5,120043.48
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,166.0,3,3,8800000.0,5th settlement,3 - 3,1.0,53012.05
Apartment,5th Settlement - New Cairo,Cairo,116.0,2,2,3000000.0,5th settlement,2 - 2,1.0,25862.07
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,165.0,3,2,8200000.0,5th settlement,3 - 2,0.67,49696.97
Apartment,Scenario - New Capital City,Cairo,175.0,3,3,5098843.0,New Capital City,3 - 3,1.0,29136.25
Apartment,Scene 7 - New Capital City,Cairo,200.0,4,3,5925476.0,New Capital City,4 - 3,0.75,29627.38
Apartment,90 Avenue Compound - 5th Settlement - New Cairo,Cairo,160.0,2,3,8550000.0,5th settlement,2 - 3,1.5,53437.5
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,166.0,3,2,6550000.0,1st settlement,3 - 2,0.67,39457.83
Apartment,Blue Vert - New Capital City,Cairo,139.0,2,2,6800000.0,New Capital City,2 - 2,1.0,48920.86
Apartment,El Fostat,Cairo,125.0,2,2,5500000.0,El Fostat,2 - 2,1.0,44000.0
Apartment,District 5 Compound - 5th Settlement - New Cairo,Cairo,161.0,3,3,13500000.0,5th settlement,3 - 3,1.0,83850.93
Apartment,El Patio Sola - Shorouk City,Cairo,155.0,3,2,9700000.0,Shorouk City,3 - 2,0.67,62580.65
Apartment,Jayd Compound - 5th Settlement - New Cairo,Cairo,152.0,3,3,11800000.0,5th settlement,3 - 3,1.0,77631.58
Apartment,Heliopolis,Cairo,178.0,3,3,8000000.0,Heliopolis,3 - 3,1.0,44943.82
Apartment,Al Burouj - Shorouk City,Cairo,134.0,2,2,10250000.0,Shorouk City,2 - 2,1.0,76492.54
Apartment,Scene 7 - New Capital City,Cairo,148.0,3,3,4969644.0,New Capital City,3 - 3,1.0,33578.68
Apartment,Scene 7 - New Capital City,Cairo,185.0,3,3,7128859.0,New Capital City,3 - 3,1.0,38534.37
Apartment,Madinaty,Cairo,112.0,2,2,7200000.0,Madinaty,2 - 2,1.0,64285.71
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,131.0,2,2,5300000.0,1st settlement,2 - 2,1.0,40458.02
Apartment,New Garden City - New Capital City,Cairo,165.0,3,2,5572000.0,New Capital City,3 - 2,0.67,33769.7
Apartment,Nakheel Compound - 1st Settlement - New Cairo,Cairo,189.0,3,2,6000000.0,1st settlement,3 - 2,0.67,31746.03
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,155.0,3,2,7800000.0,1st settlement,3 - 2,0.67,50322.58
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,175.0,3,2,9000000.0,1st settlement,3 - 2,0.67,51428.57
Apartment,5th Settlement - New Cairo,Cairo,140.0,2,2,4860000.0,5th settlement,2 - 2,1.0,34714.29
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,123.0,2,2,7600000.0,1st settlement,2 - 2,1.0,61788.62
Apartment,Al Maqsad - New Capital City,Cairo,175.0,3,2,3802000.0,New Capital City,3 - 2,0.67,21725.71
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,60.0,1,1,2800000.0,1st settlement,1 - 1,1.0,46666.67
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,164.0,3,3,14760000.0,5th settlement,3 - 3,1.0,90000.0
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,120.0,2,2,11700000.0,5th settlement,2 - 2,1.0,97500.0
Apartment,Madinaty,Cairo,73.0,2,1,2700000.0,Madinaty,2 - 1,0.5,36986.3
Apartment,Mountain View Hyde Park Compound - 5th Settlement - New Cairo,Cairo,166.0,3,3,16120000.0,5th settlement,3 - 3,1.0,97108.43
Apartment,Shorouk City,Cairo,134.0,2,2,10250000.0,Shorouk City,2 - 2,1.0,76492.54
Apartment,The City - New Capital City,Cairo,145.0,3,2,4575000.0,New Capital City,3 - 2,0.67,31551.72
Apartment,Al Burouj - Shorouk City,Cairo,189.0,3,3,11800000.0,Shorouk City,3 - 3,1.0,62433.86
Apartment,Al Burouj - Shorouk City,Cairo,135.0,2,2,10000000.0,Shorouk City,2 - 2,1.0,74074.07
Apartment,The Address East Compound - 5th Settlement - New Cairo,Cairo,171.0,3,3,9100000.0,5th settlement,3 - 3,1.0,53216.37
Apartment,New Cairo,Cairo,128.0,2,2,7584000.0,Other,2 - 2,1.0,59250.0
Apartment,Sheraton,Cairo,155.0,3,2,7770000.0,Sheraton,3 - 2,0.67,50129.03
Apartment,Rehab City Compound - New Cairo,Cairo,116.0,3,1,6200000.0,Rehab City,3 - 1,0.33,53448.28
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,170.0,3,3,8140000.0,5th settlement,3 - 3,1.0,47882.35
Apartment,5th Settlement - New Cairo,Cairo,120.0,2,2,4895000.0,5th settlement,2 - 2,1.0,40791.67
Apartment,5th Settlement - New Cairo,Cairo,160.0,3,3,6675000.0,5th settlement,3 - 3,1.0,41718.75
Apartment,Madinaty,Cairo,128.0,3,2,7600000.0,Madinaty,3 - 2,0.67,59375.0
Apartment,Al Maqsad - New Capital City,Cairo,157.0,3,2,4300000.0,New Capital City,3 - 2,0.67,27388.54
Apartment,New Garden City - New Capital City,Cairo,127.0,2,2,4000000.0,New Capital City,2 - 2,1.0,31496.06
Apartment,New Garden City - New Capital City,Cairo,159.0,2,2,5314000.0,New Capital City,2 - 2,1.0,33421.38
Apartment,Al Maqsad - New Capital City,Cairo,171.0,3,3,4639000.0,New Capital City,3 - 3,1.0,27128.65
Apartment,Madinaty,Cairo,96.0,2,2,4950000.0,Madinaty,2 - 2,1.0,51562.5
Apartment,Stoda Residence - Sheraton,Cairo,168.0,3,2,8316000.0,Sheraton,3 - 2,0.67,49500.0
Apartment,Rock Vera Compound - 5th Settlement - New Cairo,Cairo,162.0,3,3,6201183.0,5th settlement,3 - 3,1.0,38278.91
Apartment,Madinaty,Cairo,140.0,3,2,6900000.0,Madinaty,3 - 2,0.67,49285.71
Apartment,Al Maqsad - New Capital City,Cairo,158.0,3,2,5629000.0,New Capital City,3 - 2,0.67,35626.58
Apartment,Talala - New Heliopolis,Cairo,145.0,4,3,11450000.0,New Heliopolis,4 - 3,0.75,78965.52
Apartment,Madinaty,Cairo,136.0,3,2,8250000.0,Madinaty,3 - 2,0.67,60661.76
Apartment,The Icon Residence Compound - 5th Settlement - New Cairo,Cairo,158.0,3,2,4755000.0,5th settlement,3 - 2,0.67,30094.94
Apartment,Pukka - New Capital City,Cairo,155.0,3,2,3925000.0,New Capital City,3 - 2,0.67,25322.58
Apartment,Privado - Madinaty,Cairo,65.0,1,1,4000000.0,Madinaty,1 - 1,1.0,61538.46
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,120.0,3,2,11700000.0,5th settlement,3 - 2,0.67,97500.0
Apartment,Rock Yard - Sheraton,Cairo,108.0,2,2,5755670.0,Sheraton,2 - 2,1.0,53293.24
Apartment,Scenario - New Capital City,Cairo,198.0,3,3,5768977.0,New Capital City,3 - 3,1.0,29136.25
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,164.0,3,3,16110000.0,5th settlement,3 - 3,1.0,98231.71
Apartment,Madinaty,Cairo,73.0,2,1,4750000.0,Madinaty,2 - 1,0.5,65068.49
Apartment,The Butterfly - Mostakbal City,Cairo,59.0,1,1,2225000.0,Mostakbal City,1 - 1,1.0,37711.86
Apartment,EL Patio ORO Compound - 5th Settlement - New Cairo,Cairo,120.0,2,2,11850000.0,5th settlement,2 - 2,1.0,98750.0
Apartment,Shorouk City,Cairo,210.0,3,3,3570000.0,Shorouk City,3 - 3,1.0,17000.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,145.0,3,2,8000000.0,1st settlement,3 - 2,0.67,55172.41
Apartment,Al Maqsad - New Capital City,Cairo,166.0,3,3,7763000.0,New Capital City,3 - 3,1.0,46765.06
Apartment,Badr City,Cairo,80.0,2,1,1400000.0,Badr City,2 - 1,0.5,17500.0
Apartment,The Square Compound - 5th Settlement - New Cairo,Cairo,131.0,2,2,5750000.0,5th settlement,2 - 2,1.0,43893.13
Apartment,Madinaty,Cairo,80.0,2,1,4500000.0,Madinaty,2 - 1,0.5,56250.0
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,121.0,2,2,10760400.0,5th settlement,2 - 2,1.0,88928.93
Apartment,Heliopolis,Cairo,126.0,2,2,8750000.0,Heliopolis,2 - 2,1.0,69444.44
Apartment,Fifth Square Compound - 5th Settlement - New Cairo,Cairo,160.0,3,2,12023200.0,5th settlement,3 - 2,0.67,75145.0
Apartment,Shorouk City,Cairo,240.0,3,3,4450000.0,Shorouk City,3 - 3,1.0,18541.67
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,155.0,3,2,7200000.0,1st settlement,3 - 2,0.67,46451.61
Apartment,The Icon Residence Compound - 5th Settlement - New Cairo,Cairo,173.0,3,2,5053000.0,5th settlement,3 - 2,0.67,29208.09
Apartment,5th Settlement - New Cairo,Cairo,221.0,3,3,11380000.0,5th settlement,3 - 3,1.0,51493.21
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,58.0,1,1,2200000.0,1st settlement,1 - 1,1.0,37931.03
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,112.0,2,1,6800000.0,1st settlement,2 - 1,0.5,60714.29
Apartment,5th Settlement - New Cairo,Cairo,220.0,3,2,12200000.0,5th settlement,3 - 2,0.67,55454.55
Apartment,Hyde Park New Cairo Compound - 5th Settlement - New Cairo,Cairo,185.0,3,3,11000000.0,5th settlement,3 - 3,1.0,59459.46
Apartment,Mountain View iCity Compound - 5th Settlement - New Cairo,Cairo,125.0,2,2,5000000.0,5th settlement,2 - 2,1.0,40000.0
Apartment,Taj City Compound - 1st Settlement - New Cairo,Cairo,174.0,3,3,9200000.0,1st settlement,3 - 3,1.0,52873.56
Apartment,5th Settlement - New Cairo,Cairo,127.0,3,3,5000000.0,5th settlement,3 - 3,1.0,39370.08
